task,topology,mas_prompt,sample_idx,gold,prediction,correct,target_seed,matched_trajectories,num_repeated_trajectories,uprop_uncertainty,intrinsic_uncertainty,extrinsic_uncertainty,mean_step_pe
medqa,sequential,role,115,c,c,1,42,8,10,127.12868164340043,510.4955941938152,8.294261905534803,127.6238985484538
medqa,sequential,role,116,c,c,1,42,6,10,111.85763501165992,449.0729317506378,7.871690686829105,112.26823293765945
medqa,sequential,role,117,b,None,0,42,5,10,136.73486570962046,548.0908389346691,7.849178956529849,137.02270973366728
medqa,sequential,role,118,b,None,0,42,2,10,159.41558898053503,638.2214525736165,3.8253150218142435,159.55536314340412
medqa,sequential,role,119,b,d,0,42,1,10,132.75499092939054,532.8677103669879,10.55117383196208,133.21692759174698
medqa,sequential,role,120,c,b,0,42,5,10,111.38181255186032,446.89500730370145,7.489791092741956,111.72375182592536
medqa,sequential,role,121,d,None,0,42,9,10,145.70824865375465,583.3868639410517,3.7193523384743736,145.84671598526293
medqa,sequential,role,122,a,None,0,42,5,10,142.5733837720019,570.8735820194057,3.968661174048099,142.71839550485143
medqa,sequential,role,123,c,None,0,42,5,10,138.61940797837255,555.1200230247736,6.797333986511975,138.7800057561934
medqa,sequential,role,124,a,b,0,42,2,10,153.25020421053551,613.8830613992521,5.419271274640785,153.47076534981304
medqa,sequential,role,125,c,None,0,42,9,10,150.14058950853828,601.0096297416734,3.6558106424402013,150.25240743541835
medqa,sequential,role,126,a,d,0,42,3,10,143.37886498182013,574.334353120855,3.848780399307104,143.58358828021375
medqa,sequential,role,127,c,c,1,42,7,10,152.2485885930771,609.3973698909992,3.7957793623022993,152.3493424727498
medqa,sequential,role,128,a,c,0,42,1,10,134.82679813269843,540.1912766501457,6.694119062526244,135.04781916253643
medqa,sequential,role,129,b,d,0,42,6,10,90.40164857151517,363.5993438887403,7.537398705389464,90.89983597218507
medqa,sequential,role,130,c,None,0,42,3,10,132.63852871896398,531.0757928168264,3.410608545609669,132.7689482042066
medqa,sequential,role,131,a,b,0,42,1,10,145.51679202185608,582.495595696138,3.096431586753166,145.6238989240345
medqa,sequential,role,132,d,None,0,42,6,10,120.7805926596052,483.84937409494097,6.306814620755147,120.96234352373524
medqa,sequential,role,133,a,c,0,42,2,10,114.63496967368147,460.20981012675236,7.399507785289227,115.05245253168809
medqa,sequential,role,134,b,b,1,42,8,10,121.04632420083426,485.5137239077453,7.164326532886571,121.37843097693633
medqa,sequential,role,135,c,a,0,42,1,10,141.96944924701148,569.4162219965087,10.009948173542357,142.35405549912718
medqa,sequential,role,136,c,d,0,42,8,10,118.07378210820363,473.4668605389106,7.249549676694843,118.36671513472766
medqa,sequential,role,137,b,a,0,42,9,10,137.2268758504454,550.288902537651,7.026149424163474,137.57222563441275
medqa,sequential,role,138,b,None,0,42,10,10,133.020051702991,532.6785009462402,4.812689346563769,133.16962523656005
medqa,sequential,role,139,a,a,1,42,4,10,122.73615246547105,492.0574677000549,7.946286051256453,123.01436692501372
medqa,sequential,role,140,c,None,0,42,8,10,161.15100953009426,645.2947814875679,5.1338904072088,161.32369537189197
medqa,sequential,role,141,d,a,0,42,1,10,153.76669922593373,615.6683490243817,4.598966204870345,153.9170872560954
medqa,sequential,role,142,b,d,0,42,6,10,147.10624621983234,589.4529219746212,6.501871913561015,147.3632304936553
medqa,sequential,role,143,b,b,1,42,9,10,80.35088284092991,324.4749377440515,7.162256283070777,81.11873443601287
medqa,sequential,role,144,a,d,0,42,2,10,151.09276085675265,604.7499320077903,2.750373699634327,151.18748300194758
medqa,sequential,role,145,c,b,0,42,2,10,125.473730468578,502.7856422500569,5.295077811287875,125.69641056251423
medqa,sequential,role,146,c,c,1,42,8,10,130.2380213703792,521.6474818712878,4.857586470052043,130.41187046782196
medqa,sequential,role,147,b,c,0,42,5,10,128.14549413462768,513.1767276857701,5.453899549662674,128.29418192144252
medqa,sequential,role,148,d,a,0,42,2,10,106.67562982727542,428.03043403456843,5.0408005762407075,107.00760850864211
medqa,sequential,role,149,a,None,0,42,2,10,144.79621791745348,580.4443343343185,8.659440502427085,145.1110835835796
medqa,sequential,role,150,c,c,1,42,5,10,141.75181958228728,568.417451038594,7.908960405139318,142.1043627596485
medqa,sequential,role,151,a,d,0,42,5,10,123.24639047505018,493.4399290815885,5.31996924144186,123.35998227039713
medqa,sequential,role,152,c,None,0,42,3,10,153.24723634714155,613.6183817082458,4.373669323033258,153.40459542706145
medqa,sequential,role,153,b,None,0,42,7,10,109.5309879262434,438.68858591284607,3.46093277936853,109.67214647821152
medqa,sequential,role,154,b,None,0,42,9,10,150.29787721135855,601.9527901470577,4.112340056125069,150.48819753676443
medqa,sequential,role,155,a,d,0,42,4,10,143.72409358021864,575.5371332477022,5.9066262327562,143.88428331192554
medqa,sequential,role,156,b,b,1,42,4,10,127.33161541185638,509.8811109619459,3.8555295530233478,127.47027774048648
medqa,sequential,role,157,b,None,0,42,3,10,170.41092121542837,682.102642544838,4.055296560454688,170.5256606362095
medqa,sequential,role,158,c,a,0,42,1,10,126.09790800032943,506.6149013079498,6.9547283829442375,126.65372532698746
medqa,sequential,role,159,d,d,1,42,4,10,149.63922604188218,599.609282426419,7.262487004925395,149.90232060660475
medqa,sequential,role,160,d,None,0,42,7,10,153.0137644384203,612.5250465920484,3.788173375989202,153.1312616480121
medqa,sequential,role,161,d,d,1,42,6,10,136.42533944347352,546.9346855364056,8.740980598931875,136.7336713841014
medqa,sequential,role,162,d,d,1,42,8,10,151.64687513052837,607.5443654967878,7.811531858287478,151.88609137419695
medqa,sequential,role,163,c,c,1,42,8,10,101.63243323812894,407.7644533393489,7.695543928379791,101.94111333483723
medqa,sequential,role,164,c,b,0,42,2,10,137.21883106078775,549.9394613555819,6.503357344726785,137.48486533889547
medqa,sequential,role,165,c,None,0,42,6,10,124.95743178366888,500.4278174822534,4.975195544054295,125.10695437056334
medqa,sequential,role,166,a,a,1,42,9,10,90.42906991693015,363.6063874423537,6.910182645563873,90.90159686058843
medqa,sequential,role,167,b,b,1,42,3,10,160.04887771506006,641.3320537601023,7.605958821041781,160.33301344002558
medqa,sequential,role,168,c,d,0,42,4,10,153.4184840123724,614.9451049106898,7.649923028282635,153.73627622767245
medqa,sequential,role,169,b,d,0,42,1,10,170.85183625116176,683.7641920258513,3.29866052065998,170.94104800646284
medqa,sequential,role,170,d,None,0,42,10,10,154.32523582372426,617.9881642276597,4.826632842876454,154.49704105691492
medqa,sequential,role,171,c,d,0,42,2,10,144.28450748839532,578.7263736788243,9.005851661887608,144.68159341970608
medqa,sequential,role,172,a,b,0,42,2,10,161.36491540873766,646.0366632341321,5.102793570649046,161.50916580853303
medqa,sequential,role,173,c,c,1,42,5,10,132.53591941853517,531.2162739847705,6.551057108298534,132.80406849619263
medqa,sequential,role,174,c,c,1,42,7,10,106.31459328092846,426.94327166959346,8.073360691603506,106.73581791739836
medqa,sequential,role,175,a,None,0,42,2,10,135.8057922723179,543.7283004186238,3.1439422648897244,135.93207510465595
medqa,sequential,role,176,a,a,1,42,3,10,132.56959495235142,531.3032031762768,4.340404222233407,132.8258007940692
medqa,sequential,role,177,b,c,0,42,3,10,128.71927654825117,515.5061438393182,3.7800690970910673,128.87653595982954
medqa,sequential,role,178,c,a,0,42,2,10,104.82325460360732,419.9183870203644,5.344985266151685,104.9795967550911
medqa,sequential,role,179,c,b,0,42,1,10,121.98907511255022,488.4883665200411,3.9575688183655813,122.12209163001027
medqa,sequential,role,180,d,d,1,42,7,10,143.42547011084653,575.0111328253013,5.8816113462190085,143.75278320632532
medqa,sequential,role,181,a,d,0,42,4,10,149.8369102621018,600.1147935562502,5.9569966148036295,150.02869838906255
medqa,sequential,role,182,d,d,1,42,6,10,143.97939552133042,577.2171840072488,7.963753274039817,144.3042960018122
medqa,sequential,role,183,c,c,1,42,3,10,129.1322157843699,517.5691791998846,5.831308006367775,129.39229479997115
medqa,sequential,role,184,c,None,0,42,10,10,149.99600850142826,600.4263683637411,3.381239818665338,150.10659209093527
medqa,sequential,role,185,a,a,1,42,5,10,139.4010893399923,558.0414570158705,3.8263096831232226,139.51036425396762
medqa,sequential,role,186,c,None,0,42,10,10,143.09981153192743,572.582306873617,2.4863555469192136,143.14557671840424
medqa,sequential,role,187,b,b,1,42,3,10,116.27757545033963,466.37163682437944,7.1402835162757725,116.59290920609486
medqa,sequential,role,188,a,a,1,42,5,10,125.78958941317731,504.14408524230623,5.931306523769935,126.03602131057656
medqa,sequential,role,189,d,None,0,42,6,10,138.5124360258716,554.5608387446807,3.4053093003342876,138.64020968617018
medqa,sequential,role,190,a,d,0,42,4,10,104.13682707106912,418.41509381336334,7.577586331943326,104.60377345334084
medqa,sequential,role,191,b,b,1,42,4,10,154.0376302811592,616.8421766819223,5.1859425118325095,154.21054417048057
medqa,sequential,role,192,c,d,0,42,1,10,158.64615615009603,634.9368415884517,3.4378292207269756,158.73421039711292
medqa,sequential,role,193,a,d,0,42,7,10,123.8496299272387,496.2053068795675,4.817660761622549,124.05132671989188
medqa,sequential,role,194,c,d,0,42,4,10,135.7939676076803,544.2056719884699,6.062277529524839,136.05141799711748
medqa,sequential,role,195,c,d,0,42,4,10,127.69585301102815,512.3292044409594,8.424438062949053,128.08230111023985
medqa,sequential,role,196,a,None,0,42,8,10,134.50698144318483,538.3932412889077,3.5572496514093817,134.59831032222692
medqa,sequential,role,197,a,b,0,42,4,10,137.81351784614287,551.6133306621224,3.852613739751839,137.9033326655306
medqa,sequential,role,198,a,a,1,42,8,10,121.82406566541367,488.8675729229739,8.069829728369873,122.21689323074348
medqa,sequential,role,199,a,a,1,42,5,10,103.70711642467536,415.52658834672536,7.504542811021759,103.88164708668134
medqa,sequential,role,200,b,None,0,42,4,10,154.20898248986742,617.36767321831,4.458675120410044,154.3419183045775
medqa,sequential,role,201,a,a,1,42,6,10,163.78529441243538,655.6188288141927,4.339123778328298,163.90470720354818
medqa,sequential,role,202,a,b,0,42,3,10,103.6717069103974,415.2053088967363,3.4445753945348545,103.80132722418408
medqa,sequential,role,203,b,None,0,42,5,10,118.4741737184473,474.7586968475424,4.090468432073313,118.6896742118856
medqa,sequential,role,204,b,d,0,42,4,10,119.80700338942246,480.1945973681325,7.672413790998043,120.04864934203313
medqa,sequential,role,205,c,d,0,42,5,10,147.01270339843688,589.1695236830602,4.955417583229237,147.29238092076505
medqa,sequential,role,206,c,None,0,42,9,10,156.82276523167326,627.8211250871944,4.355859396286117,156.9552812717986
medqa,sequential,role,207,d,None,0,42,3,10,138.92821140126543,556.4770765137184,4.996646302571125,139.1192691284296
medqa,sequential,role,208,c,d,0,42,8,10,137.9927500364874,552.9819374863758,4.400783712133228,138.24548437159396
medqa,sequential,role,209,c,c,1,42,9,10,105.35146435859863,422.4804501728699,5.4778758342019795,105.62011254321747
medqa,sequential,role,210,c,d,0,42,6,10,139.85357823864243,560.7270018922279,7.211846701402373,140.18175047305698
medqa,sequential,role,211,a,a,1,42,4,10,142.03016610409935,568.8328943554978,3.688472664790167,142.20822358887446
medqa,sequential,role,212,d,d,1,42,7,10,113.6760134922101,455.564720681875,4.248019258129545,113.89118017046874
medqa,sequential,role,213,c,None,0,42,5,10,141.1110848552018,565.8796254427576,6.104094172131356,141.4699063606894
medqa,sequential,role,214,b,c,0,42,4,10,155.1563483886557,621.2661430596731,4.799394336430693,155.31653576491829
medqa,sequential,role,215,a,None,0,42,5,10,159.3420016494386,637.9005031729259,5.343726800276776,159.47512579323148
medqa,sequential,role,216,d,c,0,42,5,10,174.28610138518633,697.5592886175607,4.066003093585603,174.38982215439017
medqa,sequential,role,217,a,b,0,42,5,10,151.41546164145763,606.4980411814713,4.620778702416366,151.62451029536783
medqa,sequential,role,218,b,None,0,42,3,10,128.9486396523712,516.4766959084056,6.62658105330744,129.1191739771014
medqa,sequential,role,219,d,d,1,42,6,10,165.24682816961618,662.2916172994765,8.286458822884773,165.5729043248691
medqa,sequential,role,220,a,c,0,42,6,10,133.90445487766925,536.5952635086826,5.201422784230871,134.14881587717065
medqa,sequential,role,221,b,None,0,42,3,10,168.83597002135673,675.9765116301896,4.360774346296334,168.9941279075474
medqa,sequential,role,222,c,c,1,42,8,10,126.16448292685301,505.84621228823687,7.341947716262215,126.46155307205922
medqa,sequential,role,223,c,c,1,42,7,10,120.99022468106827,485.3150332972712,6.990357342450496,121.3287583243178
medqa,sequential,role,224,d,d,1,42,7,10,129.24177874112735,518.2943660446333,7.870115208206291,129.57359151115833
medqa,sequential,role,225,c,None,0,42,3,10,133.7953823727644,536.4076064471776,8.697735927397655,134.1019016117944
medqa,sequential,role,226,a,None,0,42,8,10,147.60521984033176,590.8295251649251,3.220083824749971,147.7073812912313
medqa,sequential,role,227,a,d,0,42,1,10,137.03229594474396,548.8039887145926,4.059833521400328,137.20099717864815
medqa,sequential,role,228,a,b,0,42,1,10,123.93199018446352,497.06611958896315,9.829332599071389,124.26652989724079
medqa,sequential,role,229,a,d,0,42,5,10,155.66698318685604,623.1946204308713,6.557196120160877,155.79865510771782
medqa,sequential,role,230,a,c,0,42,1,10,144.12503131511565,577.6607623658688,5.048360543979138,144.4151905914672
medqa,sequential,role,231,c,None,0,42,4,10,124.87023296119392,500.19387988351866,4.259004133157349,125.04846997087967
medqa,sequential,role,232,b,None,0,42,9,10,146.39822407417037,586.15696901157,4.178707828688569,146.5392422528925
medqa,sequential,role,233,b,b,1,42,9,10,116.58100150798197,468.1448636981698,6.877781522563809,117.03621592454245
medqa,sequential,role,234,d,c,0,42,5,10,127.72590017921611,511.81541507334157,6.690051810833917,127.95385376833539
medqa,sequential,role,235,d,c,0,42,4,10,134.37946999800886,538.629735515733,8.149171990067742,134.65743387893326
medqa,sequential,role,236,a,None,0,42,5,10,123.0297201515501,492.8917855180033,7.000253539280429,123.22294637950083
medqa,sequential,role,237,a,None,0,42,6,10,149.17135974766634,597.0956729516574,3.480900897986087,149.27391823791436
medqa,sequential,role,238,c,c,1,42,6,10,144.0916027012702,576.7618888666851,5.758405190992453,144.19047221667128
medqa,sequential,role,239,c,c,1,42,5,10,138.09192537157983,553.5898752972503,7.029056909782665,138.39746882431257
medqa,sequential,role,240,a,a,1,42,5,10,141.1788417097577,565.4636651746897,4.943154849504014,141.36591629367243
medqa,sequential,role,241,c,None,0,42,3,10,144.76338035358623,579.8961281491404,7.675982210562132,144.9740320372851
medqa,sequential,role,242,b,c,0,42,8,10,140.09286340076727,561.4462816955022,6.0544660058941195,140.36157042387555
medqa,sequential,role,243,c,None,0,42,7,10,145.83779162812718,584.0015111168105,4.550213280387456,146.00037777920264
medqa,sequential,role,244,c,c,1,42,7,10,140.239725680053,561.5281752807571,3.382381059385623,140.38204382018927
medqa,sequential,role,245,a,None,0,42,6,10,138.11522010290057,553.1025991336255,4.647009742787799,138.27564978340638
